Date,Price,Open,High,Low,Volume,Change
10/03/14,6537.25,6491.7,6562.2,6487.35,242.14M,0.16%
11/03/14,6511.9,6537.35,6562.85,6494.25,239.00M,-0.39%
12/03/14,6516.9,6497.5,6546.15,6487.3,174.98M,0.08%
13/03/14,6493.1,6491.75,6561.45,6476.65,167.86M,-0.37%
14/03/14,6504.2,6447.25,6518.45,6432.7,177.34M,0.17%
18/03/14,6516.65,6532.45,6574.95,6497.65,179.31M,0.19%
19/03/14,6524.05,6530,6541.2,6506,172.46M,0.11%
20/03/14,6483.1,6508.35,6523.65,6473.25,141.98M,-0.63%
21/03/14,6493.2,6515.2,6522.9,6485.7,189.85M,0.16%
22/03/14,6494.9,6497.8,6502.65,6481.35,9.77M,0.03%
24/03/14,6583.5,6510.5,6591.5,6510.5,158.40M,1.36%
25/03/14,6589.75,6550.1,6595.55,6544.85,168.12M,0.09%
26/03/14,6601.4,6615.65,6627.45,6580.6,186.57M,0.18%
27/03/14,6641.75,6613.1,6673.95,6599.5,312.38M,0.61%
28/03/14,6695.9,6673.05,6702.6,6643.8,184.82M,0.82%
31/03/14,6704.2,6723.15,6730.05,6662.4,220.62M,0.12%
01/04/14,6721.05,6729.5,6732.25,6675.45,177.84M,0.25%
02/04/14,6752.55,6757.6,6763.5,6723.6,173.34M,0.47%
03/04/14,6736.1,6772.05,6776.75,6696.9,197.55M,-0.24%
04/04/14,6694.35,6741.85,6741.85,6685.15,155.13M,-0.62%
07/04/14,6695.05,6694.25,6725.15,6650.4,133.95M,0.01%
09/04/14,6796.2,6722,6808.7,6705.1,169.80M,1.51%
10/04/14,6796.4,6803.05,6819.05,6777.3,191.13M,0.00%
11/04/14,6776.3,6758.35,6789.35,6743.15,140.74M,-0.30%
15/04/14,6733.1,6792.7,6813.4,6711.75,123.20M,-0.64%
16/04/14,6675.3,6727.25,6748.65,6665.15,119.77M,-0.86%
17/04/14,6779.4,6695.45,6783.05,6684.4,131.49M,1.56%
21/04/14,6817.65,6789.25,6825.45,6786.9,111.84M,0.56%
22/04/14,6815.35,6822.9,6838,6806.25,114.69M,-0.03%
23/04/14,6840.8,6823.25,6861.6,6820.75,182.97M,0.37%
25/04/14,6782.75,6855.8,6869.85,6772.85,154.32M,-0.85%
28/04/14,6761.25,6778.55,6786.25,6750.3,118.16M,-0.32%
29/04/14,6715.25,6769,6779.7,6708.65,115.51M,-0.68%
30/04/14,6696.4,6724.95,6780.15,6656.8,161.11M,-0.28%
02/05/14,6694.8,6709.95,6737.65,6689.5,114.28M,-0.02%
05/05/14,6699.35,6681.65,6741.05,6680.45,104.99M,0.07%
06/05/14,6715.3,6719.25,6743.45,6701.9,88.29M,0.24%
07/05/14,6652.55,6708.6,6718.75,6642.9,114.10M,-0.93%
08/05/14,6659.85,6669.9,6688.4,6638.55,101.55M,0.11%
09/05/14,6858.8,6654.15,6871.35,6652.15,166.44M,2.99%
12/05/14,7014.25,6863.4,7020.05,6862.9,157.72M,2.27%
13/05/14,7108.75,7080,7172.35,7067.15,232.22M,1.35%
14/05/14,7108.75,7112,7142.25,7080.9,177.20M,0.00%
15/05/14,7123.15,7111.3,7152.55,7082.55,186.85M,0.20%
16/05/14,7203,7270.2,7563.5,7130.65,393.16M,1.12%
19/05/14,7263.55,7276.85,7291.1,7193.55,316.25M,0.84%
20/05/14,7275.5,7309.95,7353.65,7247.7,255.33M,0.16%
21/05/14,7252.9,7274.85,7287.15,7206.7,203.14M,-0.31%
22/05/14,7276.4,7289.95,7319.55,7258.15,240.94M,0.32%
23/05/14,7367.1,7306.5,7381,7293.9,259.64M,1.25%
26/05/14,7359.05,7428.75,7504,7269.05,273.24M,-0.11%
27/05/14,7318,7363.1,7372.95,7274.75,168.60M,-0.56%
28/05/14,7329.65,7324.95,7344.75,7302.6,175.60M,0.16%
29/05/14,7235.65,7316.6,7325.4,7224.4,241.12M,-1.28%
30/05/14,7229.95,7254.85,7272.5,7118.45,312.15M,-0.08%
02/06/14,7362.5,7264.05,7368.6,7239.5,169.89M,1.83%
03/06/14,7415.85,7375.35,7424.95,7342.15,234.68M,0.72%
04/06/14,7402.25,7417.55,7433.3,7391.35,204.59M,-0.18%
05/06/14,7474.1,7399.75,7484.7,7360.5,250.66M,0.97%
06/06/14,7583.4,7521.5,7592.7,7497.65,248.40M,1.46%
09/06/14,7654.6,7621.65,7673.7,7580.25,231.88M,0.94%
10/06/14,7656.4,7679.05,7683.2,7579.3,188.67M,0.02%
11/06/14,7626.85,7672.4,7700.05,7589.05,186.18M,-0.39%
12/06/14,7649.9,7641.3,7658,7593.8,148.21M,0.30%
13/06/14,7542.1,7668.2,7678.5,7525.35,174.52M,-1.41%
16/06/14,7533.55,7534.8,7548.6,7487.55,155.38M,-0.11%
17/06/14,7631.7,7525.05,7637.6,7509.25,157.96M,1.30%
18/06/14,7558.2,7636.05,7663,7515.5,165.08M,-0.96%
19/06/14,7540.7,7580.05,7606.45,7502.55,148.85M,-0.23%
20/06/14,7511.45,7543.3,7560.55,7497.3,124.13M,-0.39%
23/06/14,7493.35,7514,7534.8,7441.6,127.41M,-0.24%
24/06/14,7580.2,7515.2,7593.35,7515.2,137.00M,1.16%
25/06/14,7569.25,7588.55,7589.25,7557.05,114.97M,-0.14%
26/06/14,7493.2,7554.1,7570.2,7481.3,171.68M,-1.00%
27/06/14,7508.8,7514.2,7538.75,7482.3,126.67M,0.21%
30/06/14,7611.35,7534.05,7623.65,7531.6,152.30M,1.37%
01/07/14,7634.7,7629,7649.5,7618.15,139.43M,0.31%
02/07/14,7725.15,7683.05,7732.4,7677.3,136.32M,1.18%
03/07/14,7714.8,7734.35,7754.65,7706.8,133.76M,-0.13%
04/07/14,7751.6,7718.1,7758,7661.3,113.07M,0.48%
07/07/14,7787.15,7780.4,7792,7755.1,173.93M,0.46%
08/07/14,7623.2,7804.05,7808.85,7595.9,180.65M,-2.11%
09/07/14,7585,7637.95,7650.1,7551.65,168.35M,-0.50%
10/07/14,7567.75,7589.5,7731.05,7479.05,258.39M,-0.23%
11/07/14,7459.6,7584.1,7625.85,7447.2,187.59M,-1.43%
14/07/14,7454.15,7469,7478.45,7422.15,135.23M,-0.07%
15/07/14,7526.65,7491.3,7534.9,7459.15,122.07M,0.97%
16/07/14,7624.4,7564.15,7640.1,7532.45,167.97M,1.30%
17/07/14,7640.45,7612.7,7655.65,7612.7,141.61M,0.21%
18/07/14,7663.9,7630.25,7685,7595.5,134.60M,0.31%
21/07/14,7684.2,7701.65,7722.1,7674,105.40M,0.26%
22/07/14,7767.85,7708.2,7773.85,7704.8,120.08M,1.09%
23/07/14,7795.75,7794.9,7809.2,7752.9,122.12M,0.36%
24/07/14,7830.6,7796.25,7835.65,7771.65,117.61M,0.45%
25/07/14,7790.45,7828.2,7840.95,7748.6,153.94M,-0.51%
28/07/14,7748.7,7792.9,7799.9,7722.65,116.54M,-0.54%
30/07/14,7791.4,7746.2,7798.7,7707.6,178.11M,0.55%
31/07/14,7721.3,7784.65,7791.85,7711.15,208.86M,-0.90%
01/08/14,7602.6,7662.5,7716.7,7593.9,181.07M,-1.54%
04/08/14,7683.65,7639.55,7694.8,7622.05,137.04M,1.07%
05/08/14,7746.55,7706.65,7752.45,7638.05,128.24M,0.82%
06/08/14,7672.05,7726.15,7740.95,7658.95,116.36M,-0.96%
07/08/14,7649.25,7651.15,7708.95,7630.4,116.79M,-0.30%
08/08/14,7568.55,7588.7,7592.45,7540.1,118.43M,-1.06%
11/08/14,7625.95,7619.85,7635.55,7598.6,106.97M,0.76%
12/08/14,7727.05,7688.8,7735.75,7654.8,120.61M,1.33%
13/08/14,7739.55,7717.3,7757.1,7695.7,154.08M,0.16%
14/08/14,7791.7,7756.15,7796.7,7739.1,127.33M,0.67%
18/08/14,7874.25,7785.25,7880.5,7779.2,126.74M,1.06%
19/08/14,7897.5,7901,7918.55,7881.15,140.62M,0.30%
20/08/14,7875.3,7915.8,7922.7,7864.05,117.32M,-0.28%
21/08/14,7891.1,7875.35,7919.65,7855.95,115.22M,0.20%
22/08/14,7913.2,7904.55,7929.05,7900.05,104.08M,0.28%
25/08/14,7906.3,7931.75,7968.25,7897.95,118.47M,-0.09%
26/08/14,7904.75,7874.5,7915.45,7862.45,142.83M,-0.02%
27/08/14,7936.05,7933.9,7946.85,7916.55,119.96M,0.40%
28/08/14,7954.35,7942.25,7967.8,7939.2,189.70M,0.23%
01/09/14,8027.7,7990.35,8035,7984,139.33M,0.92%
02/09/14,8083.05,8038.6,8101.95,8036.55,134.90M,0.69%
03/09/14,8114.6,8110.85,8141.9,8092.25,150.73M,0.39%
04/09/14,8095.95,8114.2,8114.8,8060.9,141.28M,-0.23%
05/09/14,8086.85,8099.9,8122.7,8049.85,125.98M,-0.11%
08/09/14,8173.9,8132.95,8180.2,8126.15,120.69M,1.08%
09/09/14,8152.95,8161.9,8174.55,8126.5,104.74M,-0.26%
10/09/14,8094.1,8135.55,8135.75,8082.1,107.06M,-0.72%
11/09/14,8085.7,8115.15,8127.95,8057.3,122.82M,-0.10%
12/09/14,8105.5,8087.05,8114.3,8071.6,111.44M,0.24%
15/09/14,8042,8070.35,8077.3,8030,96.50M,-0.78%
16/09/14,7932.9,8036.6,8044.9,7925.15,127.95M,-1.36%
17/09/14,7975.5,7971.5,7990.65,7936.95,123.72M,0.54%
18/09/14,8114.75,7950.65,8120.85,7939.7,116.93M,1.75%
19/09/14,8121.45,8129.4,8160.9,8105.35,161.28M,0.08%
22/09/14,8146.3,8084.45,8159.9,8064.8,105.51M,0.31%
23/09/14,8017.55,8144.4,8159.75,8008.1,140.78M,-1.58%
24/09/14,8002.4,8015.55,8042.05,7950.05,182.21M,-0.19%
25/09/14,7911.85,8003.3,8019.3,7877.35,231.90M,-1.13%
26/09/14,7968.85,7885.85,7993.3,7841.8,147.84M,0.72%
29/09/14,7958.9,7978.45,7991.75,7934.7,97.27M,-0.12%
30/09/14,7964.8,7948.8,8030.9,7923.85,141.14M,0.07%
01/10/14,7945.55,7960.5,7977.5,7936.7,113.00M,-0.24%
07/10/14,7852.4,7897.4,7943.05,7842.7,148.20M,-1.17%
08/10/14,7842.7,7828.75,7869.9,7815.75,135.91M,-0.12%
09/10/14,7960.55,7886.5,7972.35,7886.5,123.77M,1.50%
10/10/14,7859.95,7911,7924.05,7848.45,142.93M,-1.26%
13/10/14,7884.25,7831,7901.15,7796,118.78M,0.31%
14/10/14,7864,7923.25,7928,7825.45,225.47M,-0.26%
16/10/14,7748.2,7837.3,7893.9,7729.65,213.53M,-1.47%
17/10/14,7779.7,7733.75,7819.2,7723.85,177.62M,0.41%
20/10/14,7879.4,7896.95,7905.95,7856.95,176.17M,1.28%
21/10/14,7927.75,7906.15,7936.6,7874.35,163.40M,0.61%
22/10/14,7995.9,7997.8,8005,7974.55,151.10M,0.86%
23/10/14,8014.55,8027.7,8031.75,8008.85,19.64M,0.23%
27/10/14,7991.7,8064.35,8064.4,7985.65,132.83M,-0.29%
28/10/14,8027.6,8002.4,8037.8,7995.05,124.06M,0.45%
29/10/14,8090.45,8077.05,8097.95,8052.25,148.31M,0.78%
30/10/14,8169.2,8085.2,8181.55,8085.2,205.67M,0.97%
31/10/14,8322.2,8200.8,8330.75,8198.05,176.16M,1.87%
03/11/14,8324.15,8348.15,8350.6,8297.65,141.09M,0.02%
05/11/14,8338.3,8351.25,8365.55,8323.5,161.62M,0.17%
07/11/14,8337,8331.85,8360.35,8290.25,153.43M,-0.02%
10/11/14,8344.25,8337.8,8383.05,8304.45,130.75M,0.09%
11/11/14,8362.65,8354.1,8378.7,8321.85,122.01M,0.22%
12/11/14,8383.3,8378.9,8415.05,8370.5,125.24M,0.25%
13/11/14,8357.85,8405.25,8408,8320.35,127.36M,-0.30%
14/11/14,8389.9,8360.7,8400.65,8346.8,146.77M,0.38%
17/11/14,8430.75,8378.4,8438.1,8349.1,113.88M,0.49%
18/11/14,8425.9,8441.25,8454.5,8407.25,134.68M,-0.06%
19/11/14,8382.3,8440.65,8455.65,8360.5,125.40M,-0.52%
20/11/14,8401.9,8406.5,8410.85,8353.15,122.78M,0.23%
21/11/14,8477.35,8408.2,8489.8,8398.6,137.02M,0.90%
24/11/14,8530.15,8490.95,8534.65,8490.8,140.66M,0.62%
25/11/14,8463.1,8530.8,8535.35,8429.45,271.91M,-0.79%
26/11/14,8475.75,8450.3,8500.3,8438.65,151.92M,0.15%
27/11/14,8494.2,8477.8,8506.75,8456.35,194.30M,0.22%
28/11/14,8588.25,8516.8,8617,8516.25,197.22M,1.11%
01/12/14,8555.9,8605.1,8623,8545.15,151.99M,-0.38%
02/12/14,8524.7,8535.45,8560.2,8504.65,137.39M,-0.36%
03/12/14,8537.65,8528.7,8546.95,8508.35,153.20M,0.15%
04/12/14,8564.4,8582.4,8626.95,8526.4,143.48M,0.31%
05/12/14,8538.3,8584.25,8588.35,8523.9,143.35M,-0.30%
08/12/14,8438.25,8538.65,8546.35,8432.25,163.82M,-1.17%
09/12/14,8340.7,8439.3,8444.5,8330.5,146.27M,-1.16%
10/12/14,8355.65,8318.05,8376.8,8317,136.66M,0.18%
11/12/14,8292.9,8338.85,8348.3,8272.4,133.86M,-0.75%
12/12/14,8224.1,8302,8321.9,8216.3,138.08M,-0.83%
15/12/14,8219.6,8160.75,8242.4,8152.5,137.14M,-0.05%
16/12/14,8067.6,8172.6,8189.35,8052.6,197.34M,-1.85%
17/12/14,8029.8,8041.2,8082,7961.35,216.22M,-0.47%
18/12/14,8159.3,8138.9,8174.3,8084.9,162.11M,1.61%
19/12/14,8225.2,8230.45,8263.45,8208.6,174.80M,0.81%
22/12/14,8324,8255,8330.95,8228.2,139.16M,1.20%
23/12/14,8267,8324.6,8364.75,8252.85,132.19M,-0.68%
24/12/14,8174.1,8272.05,8286.4,8155.25,221.91M,-1.12%
26/12/14,8200.7,8204.8,8234.55,8147.95,75.53M,0.33%
29/12/14,8246.3,8214.7,8279.15,8214.7,82.09M,0.56%
30/12/14,8248.25,8260.3,8268.25,8220.55,77.70M,0.02%
31/12/14,8282.7,8243.9,8291,8243.75,84.53M,0.42%
01/01/15,8284,8272.8,8294.7,8248.75,56.56M,0.02%
02/01/15,8395.45,8288.7,8410.6,8288.7,101.89M,1.35%
05/01/15,8378.4,8407.95,8445.6,8363.9,118.16M,-0.20%
06/01/15,8127.35,8325.3,8327.85,8111.35,172.80M,-3.00%
07/01/15,8102.1,8118.65,8151.2,8065.45,164.08M,-0.31%
08/01/15,8234.6,8191.4,8243.5,8167.3,143.80M,1.64%
09/01/15,8284.5,8285.45,8303.3,8190.8,152.61M,0.61%
12/01/15,8323,8291.35,8332.6,8245.6,103.15M,0.46%
13/01/15,8299.4,8346.15,8356.65,8267.9,129.56M,-0.28%
14/01/15,8277.55,8307.25,8326.45,8236.65,150.62M,-0.26%
15/01/15,8494.15,8424.5,8527.1,8380.55,232.14M,2.62%
16/01/15,8513.8,8504.05,8530.75,8452.25,181.37M,0.23%
19/01/15,8550.7,8550.05,8570.95,8531.5,129.35M,0.43%
20/01/15,8695.6,8575.1,8707.9,8574.5,158.71M,1.69%
21/01/15,8729.5,8719.65,8741.85,8689.6,191.65M,0.39%
22/01/15,8761.4,8745.85,8774.15,8727,180.91M,0.37%
23/01/15,8835.6,8827.95,8866.4,8795.4,197.12M,0.85%
27/01/15,8910.5,8871.35,8925.05,8825.45,192.01M,0.85%
28/01/15,8914.3,8902.75,8985.05,8874.05,190.81M,0.04%
29/01/15,8952.35,8901.5,8966.65,8861.25,264.25M,0.43%
30/01/15,8808.9,8996.6,8996.6,8775.1,275.59M,-1.60%
02/02/15,8797.4,8802.5,8840.8,8751.1,216.56M,-0.13%
03/02/15,8756.55,8823.15,8837.3,8726.65,208.67M,-0.46%
04/02/15,8723.7,8789.15,8792.85,8704.4,201.25M,-0.38%
05/02/15,8711.7,8733.1,8838.45,8683.65,179.01M,-0.14%
06/02/15,8661.05,8696.85,8726.2,8645.55,176.55M,-0.58%
09/02/15,8526.35,8584.4,8605.55,8516.35,151.33M,-1.56%
10/02/15,8565.55,8478.1,8646.25,8470.5,202.30M,0.46%
11/02/15,8627.4,8603.3,8651.95,8593.65,166.56M,0.72%
12/02/15,8711.55,8676.95,8732.55,8599.25,163.68M,0.98%
13/02/15,8805.5,8741.5,8822.1,8729.65,228.81M,1.08%
16/02/15,8809.35,8831.4,8870.1,8793.4,140.64M,0.04%
18/02/15,8869.1,8811.55,8894.3,8808.9,152.15M,0.68%
19/02/15,8895.3,8883.05,8913.45,8794.45,219.87M,0.30%
20/02/15,8833.6,8895.5,8899.95,8816.3,203.72M,-0.69%
23/02/15,8754.95,8856.85,8869,8736.1,143.93M,-0.89%
24/02/15,8762.1,8772.9,8800.5,8726.75,154.37M,0.08%
25/02/15,8767.25,8801.9,8840.65,8751.4,139.41M,0.06%
26/02/15,8683.85,8779,8786.05,8669.45,224.18M,-0.95%
27/02/15,8844.6,8729.5,8856.95,8717.45,257.23M,1.85%
28/02/15,8901.85,8913.05,8941.1,8751.35,246.45M,0.65%
02/03/15,8956.75,8953.85,8972.35,8885.45,224.77M,0.62%
03/03/15,8996.25,8962.85,9008.4,8925.55,183.25M,0.44%
04/03/15,8922.65,9109.15,9119.2,8893.95,256.06M,-0.82%
05/03/15,8937.75,8929.4,8957.55,8849.35,165.08M,0.17%
09/03/15,8756.75,8891.15,8891.3,8740.45,160.33M,-2.03%
10/03/15,8712.05,8769.75,8778,8677.35,168.92M,-0.51%
11/03/15,8699.95,8728.75,8755.6,8682.35,178.05M,-0.14%
12/03/15,8776,8740.65,8787.2,8732.9,179.34M,0.87%
13/03/15,8647.75,8844.05,8849.75,8631.75,184.67M,-1.46%
16/03/15,8633.15,8656.75,8663.55,8612,168.44M,-0.17%
17/03/15,8723.3,8689.1,8742.55,8630.8,182.50M,1.04%
18/03/15,8685.9,8742.9,8747.25,8664,161.15M,-0.43%
19/03/15,8634.65,8749.45,8788.2,8614.65,168.63M,-0.59%
20/03/15,8570.9,8627.9,8627.9,8553,179.98M,-0.74%
23/03/15,8550.9,8591.55,8608.35,8540.55,155.43M,-0.23%
24/03/15,8542.95,8537.05,8627.75,8535.85,161.46M,-0.09%
25/03/15,8530.8,8568.9,8573.75,8516.55,165.95M,-0.14%
26/03/15,8342.15,8474.95,8499.45,8325.35,288.76M,-2.21%
27/03/15,8341.4,8396,8413.2,8269.15,198.98M,-0.01%
30/03/15,8492.3,8390.95,8504.55,8380.75,138.88M,1.81%
31/03/15,8491,8527.6,8550.45,8454.15,172.36M,-0.02%
01/04/15,8586.25,8483.7,8603.4,8464.75,129.45M,1.12%
06/04/15,8659.9,8615.8,8667.55,8573.75,151.38M,0.86%
07/04/15,8660.3,8684.45,8693.6,8586.85,153.26M,0.00%
08/04/15,8714.4,8698.95,8730.5,8679.8,152.80M,0.62%
09/04/15,8778.3,8756.2,8785.5,8682.45,157.41M,0.73%
10/04/15,8780.35,8774.35,8787.4,8733.6,143.29M,0.02%
13/04/15,8834,8801.75,8841.65,8762.1,125.37M,0.61%
15/04/15,8750.2,8844.75,8844.8,8722.4,168.58M,-0.95%
16/04/15,8706.7,8757.05,8760,8645.65,147.27M,-0.50%
17/04/15,8606,8698.05,8699.85,8596.7,154.98M,-1.16%
20/04/15,8448.1,8618.8,8619.95,8422.75,153.51M,-1.83%
21/04/15,8377.75,8416.1,8469.35,8352.7,420.43M,-0.83%
22/04/15,8429.7,8400.4,8449.95,8284.7,177.13M,0.62%
23/04/15,8398.3,8478.2,8504.95,8361.85,160.80M,-0.37%
24/04/15,8305.25,8405.7,8413.3,8273.35,178.99M,-1.11%
27/04/15,8213.8,8330.55,8334.45,8202.35,176.84M,-1.10%
28/04/15,8285.6,8215.55,8308,8185.15,179.97M,0.87%
29/04/15,8239.75,8274.8,8308.2,8219.2,165.36M,-0.55%
30/04/15,8181.5,8224.5,8229.4,8144.75,276.02M,-0.71%
04/05/15,8331.95,8230.05,8346,8220.45,135.76M,1.84%
05/05/15,8324.8,8338.4,8355.65,8280.6,160.34M,-0.09%
06/05/15,8097,8316.6,8331.95,8083,216.09M,-2.74%
07/05/15,8057.3,8077,8122.6,7997.15,166.56M,-0.49%
08/05/15,8191.5,8131.5,8224.95,8123.45,188.78M,1.67%
11/05/15,8325.25,8243.2,8332.75,8224.65,197.88M,1.63%
12/05/15,8126.95,8326.15,8326.65,8115.3,178.75M,-2.38%
13/05/15,8235.45,8181.55,8254.95,8089.8,175.02M,1.34%
14/05/15,8224.2,8232.45,8236.25,8137.3,138.96M,-0.14%
15/05/15,8262.35,8240.3,8279.2,8212.2,133.84M,0.46%
18/05/15,8373.65,8284.95,8384.6,8271.95,153.34M,1.35%
19/05/15,8365.65,8356.2,8427.8,8335,144.64M,-0.10%
20/05/15,8423.25,8392.65,8440.35,8391.45,127.39M,0.69%
21/05/15,8421,8434.5,8446.35,8382.5,148.19M,-0.03%
22/05/15,8458.95,8432.5,8489.55,8420.6,193.08M,0.45%
25/05/15,8370.25,8438.15,8441.95,8364.15,125.05M,-1.05%
26/05/15,8339.35,8377.1,8378.9,8320.05,120.43M,-0.37%
27/05/15,8334.6,8302.75,8342.85,8277.95,170.58M,-0.06%
28/05/15,8319,8345.7,8364.5,8270.15,239.55M,-0.19%
29/05/15,8433.65,8327.1,8443.9,8305.7,375.23M,1.38%
01/06/15,8433.4,8417.25,8467.15,8405.4,125.99M,0.00%
02/06/15,8236.45,8442.8,8445.35,8226.05,151.34M,-2.34%
03/06/15,8135.1,8232.45,8236.7,8094.15,176.66M,-1.23%
04/06/15,8130.65,8155.15,8160.05,8056.75,159.47M,-0.05%
05/06/15,8114.7,8119.15,8191,8100.15,167.06M,-0.20%
08/06/15,8044.15,8124.35,8131,8030.55,140.08M,-0.87%
09/06/15,8022.4,8026.5,8057.15,8005.15,140.22M,-0.27%
10/06/15,8124.45,8024.15,8152.25,8023.8,141.03M,1.27%
11/06/15,7965.35,8157.3,8163.05,7958.25,171.35M,-1.96%
12/06/15,7982.9,7959.85,7995.6,7940.3,140.84M,0.22%
15/06/15,8013.9,7986.6,8057.7,7944.85,137.12M,0.39%
16/06/15,8047.3,8004.2,8061.85,7952.35,127.81M,0.42%
17/06/15,8091.55,8084.2,8136.85,8048.95,157.21M,0.55%
18/06/15,8174.6,8113.7,8186.9,8101.8,149.27M,1.03%
19/06/15,8224.95,8201.15,8250.8,8195.65,151.58M,0.62%
22/06/15,8353.1,8259.3,8369.45,8257.4,126.54M,1.56%
23/06/15,8381.55,8377.45,8398.45,8334.95,135.84M,0.34%
24/06/15,8360.85,8399.4,8421.35,8338.9,134.06M,-0.25%
25/06/15,8398,8336.25,8423.15,8329.5,207.42M,0.44%
26/06/15,8381.1,8393.95,8408.55,8339.7,113.96M,-0.20%
29/06/15,8318.4,8247.05,8329.45,8195.65,136.11M,-0.75%
30/06/15,8368.5,8316.35,8378,8298.95,163.37M,0.60%
01/07/15,8453.05,8376.25,8481.6,8370.15,135.89M,1.01%
02/07/15,8444.9,8471.95,8479.25,8433.2,115.47M,-0.10%
03/07/15,8484.9,8440.1,8497.75,8424.15,91.14M,0.47%
06/07/15,8522.15,8386.15,8533.15,8386.15,104.58M,0.44%
07/07/15,8510.8,8525.5,8561.35,8483.85,126.04M,-0.13%
08/07/15,8363.05,8439.2,8457.5,8341.4,193.89M,-1.74%
09/07/15,8328.55,8364.85,8400.3,8323,135.36M,-0.41%
10/07/15,8360.55,8365.7,8377.1,8315.4,158.88M,0.38%
13/07/15,8459.65,8397.25,8471.65,8355.4,121.38M,1.19%
14/07/15,8454.1,8470.6,8480.25,8424.1,104.89M,-0.07%
15/07/15,8523.8,8463.4,8531.4,8462.95,108.84M,0.82%
16/07/15,8608.05,8546.15,8616.1,8542.9,119.64M,0.99%
17/07/15,8609.85,8623.65,8642.95,8593.15,108.19M,0.02%
20/07/15,8603.45,8623.9,8624.1,8559,93.44M,-0.07%
21/07/15,8529.45,8601.5,8646.75,8517.9,169.15M,-0.86%
22/07/15,8633.5,8512.25,8643.9,8498.65,141.02M,1.22%
23/07/15,8589.8,8643.95,8654.75,8573.8,136.96M,-0.51%
24/07/15,8521.55,8588.15,8589.15,8513.5,131.35M,-0.79%
27/07/15,8361,8492.1,8492.2,8351.55,140.83M,-1.88%
28/07/15,8337,8371.1,8397.4,8321.75,179.98M,-0.29%
29/07/15,8375.05,8365.6,8381.5,8338.45,145.40M,0.46%
30/07/15,8421.8,8417,8458.9,8408.3,221.94M,0.56%
31/07/15,8532.85,8456.1,8548.95,8448,209.63M,1.32%
03/08/15,8543.05,8510.65,8563.95,8508.1,161.49M,0.12%
04/08/15,8516.9,8564.1,8565.15,8448.25,193.23M,-0.31%
05/08/15,8567.95,8547.45,8591.85,8545.85,136.95M,0.60%
06/08/15,8588.65,8585.8,8606.3,8551.5,139.12M,0.24%
07/08/15,8564.6,8580.8,8595.95,8552.7,148.07M,-0.28%
10/08/15,8525.6,8577,8621.55,8497.8,127.20M,-0.46%
11/08/15,8462.35,8548.45,8556.25,8441.3,159.19M,-0.74%
12/08/15,8349.45,8445.7,8446.95,8337.95,195.90M,-1.33%
13/08/15,8355.85,8384.45,8429.5,8339.75,195.08M,0.08%
14/08/15,8518.55,8402.35,8530.1,8381.2,160.68M,1.95%
17/08/15,8477.3,8530.5,8530.6,8428.05,180.08M,-0.48%
18/08/15,8466.55,8505.85,8525.75,8433.6,157.99M,-0.13%
19/08/15,8495.15,8468.05,8520.45,8425.95,134.51M,0.34%
20/08/15,8372.75,8471.05,8501.35,8359.75,189.84M,-1.44%
